"site";"year";"sample";"species";"Length.mm";"Age.y";"code"
"DZ";2003;"kach";"Cerastoderma edule";29,4;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";12,2;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";12,3;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";22,6;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";44,5;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";24,7;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";25,9;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";30,1;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";27,6;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";28,9;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";27,8;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";29,2;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";27,8;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";27,3;"NA";"DZ"
"DZ";2003;"kach";"Cerastoderma edule";26,2;"NA";"DZ"
"DZ";2003;"mr2";"Cerastoderma edule";31,2;"NA";"DZ"
"DZ";2003;"mr18";"Cerastoderma edule";12,8;"NA";"DZ"
"DZ";2003;"mr15";"Cerastoderma edule";28,5;"NA";"DZ"
"DZ";2003;"mr16";"Cerastoderma edule";11,9;"NA";"DZ"
"DZ";2003;"mr13";"Cerastoderma edule";19,7;"NA";"DZ"
"DZ";2003;"mr20";"Cerastoderma edule";19,3;"NA";"DZ"
"DZ";2003;"mr8";"Cerastoderma edule";29,3;"NA";"DZ"
"DZ";2003;"mr8";"Cerastoderma edule";22,9;"NA";"DZ"
"DZ";2003;"mr10";"Cerastoderma edule";24,5;"NA";"DZ"
"DZ";2003;"mr10";"Cerastoderma edule";25,3;"NA";"DZ"
"DZ";2003;"mr10";"Cerastoderma edule";16;"NA";"DZ"
"DZ";2003;"mr25";"Cerastoderma edule";19,6;"NA";"DZ"
"DZ";2003;"I-1";"Cerastoderma edule";23;"NA";"DZ"
"DZ";2003;"IV-2";"Cerastoderma edule";28,3;"NA";"DZ"
"DZ";2003;"II-3";"Cerastoderma edule";29;"NA";"DZ"
"DZ";2003;"VI-1";"Cerastoderma edule";20,1;"NA";"DZ"
"DZ";2003;"III-2";"Cerastoderma edule";29;"NA";"DZ"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";20,4;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";21,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";21,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";23,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";24,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";25,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";25,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";26,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";26,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";27,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar1";"Cerastoderma edule";27,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";13,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";14,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";19;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";20,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";20,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";20,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";21,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";21,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";22,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";23;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";23,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";23,5;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";23,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";23,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";23,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";23,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";24;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";24,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";24,9;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";25;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";25,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";25,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";25,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";25,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";25,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";25,9;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";26;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";26,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";26,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";26,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";26,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27,9;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";27,9;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";28;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";28,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";28,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";28,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";28,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";28,4;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";29,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";31,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";31,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";32;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";32,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";32,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";32,4;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";34,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";36,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";37,6;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";38;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";38,5;"NA";"YA"
"Yarnyshnaya";2004;"Yar2";"Cerastoderma edule";38,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";11,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";11,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";16,5;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";16,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";18,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";19,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";19,6;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";20,6;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";20,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";21;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";21,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";21,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";21,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";21,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";21,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";22,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";22,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";22,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";23,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";23,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";23,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";23,7;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";23,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";24;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";24,5;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";24,6;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";25;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";25,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";26,1;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";26,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";26,3;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";27,2;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";29,9;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";31,8;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";32;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";35;"NA";"YA"
"Yarnyshnaya";2004;"Yar3";"Cerastoderma edule";35,6;"NA";"YA"
"Shelpino";2004;"kach";"Cerastoderma edule";18,8;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";20,6;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";21,8;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";21,9;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";22,7;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";24,6;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";24,8;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";25;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";25,8;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";27,3;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";27,5;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";27,6;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";28,7;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";29;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";31;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";31,8;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";32,2;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";34,3;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";35,6;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";37,2;"NA";"SH"
"Shelpino";2004;"kach";"Cerastoderma edule";41,5;"NA";"SH"
"DZ";2004;"III-1";"Cerastoderma edule";31;"NA";"DZ"
"DZ";2004;"M-19";"Cerastoderma edule";24,9;"NA";"DZ"
"DZ";2004;"M-13";"Cerastoderma edule";21;"NA";"DZ"
"DZ";2004;"M-18";"Cerastoderma edule";27;"NA";"DZ"
"DZ";2004;"M-18";"Cerastoderma edule";20,9;"NA";"DZ"
"DZ";2004;"M-16";"Cerastoderma edule";32,1;"NA";"DZ"
"DZ";2004;"M-23";"Cerastoderma edule";39,9;"NA";"DZ"
"DZ";2004;"M-23";"Cerastoderma edule";22,5;"NA";"DZ"
"DZ";2004;"M-23";"Cerastoderma edule";18,6;"NA";"DZ"
"DZ";2004;"M-10";"Cerastoderma edule";27,1;"NA";"DZ"
"DZ";2004;"М-11";"Cerastoderma edule";25,1;"NA";"DZ"
"DZ";2004;"М-22";"Cerastoderma edule";26,9;"NA";"DZ"
"DZ";2004;"I-1";"Cerastoderma edule";27,8;"NA";"DZ"
"DZ";2004;"M-8";"Cerastoderma edule";3,5;"NA";"DZ"
"DZ";2004;"M-8";"Cerastoderma edule";34,6;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";17;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";17,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";18,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";19,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";20,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";20,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";21,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";21,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";21,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";22,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";22,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";23;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";23,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";34;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,4;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";29;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";29,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";29,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30,6;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30,6;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";32;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";32,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";32,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";33,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";35,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";39,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";40;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";40,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";18,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";19;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";19,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";19,4;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";20,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";22,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";22,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";23;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";23,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31,4;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31,4;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";32,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";32,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";33,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";34;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";34,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";34,4;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";34,4;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";34,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";13,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";14,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";20;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";21;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";23,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";23,6;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";23,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";24,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";25,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,7;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";26,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";27,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,1;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,3;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,5;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";28,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";29;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";29,8;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";29,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30,6;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";30,9;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31,2;"NA";"DZ"
"DZ";2004;"kach";"Cerastoderma edule";31,2;"NA";"DZ"
"DZ";2005;"m-15";"Cerastoderma edule";6,3;"NA";"DZ"
"DZ";2005;"m-14";"Cerastoderma edule";11,4;"NA";"DZ"
"DZ";2005;"m-16";"Cerastoderma edule";4,3;"NA";"DZ"
"DZ";2005;"III-1";"Cerastoderma edule";16,4;"NA";"DZ"
"DZ";2005;"m-19";"Cerastoderma edule";27,7;"NA";"DZ"
"DZ";2005;"shell";"Cerastoderma edule";32,3;"NA";"DZ"
"DZ";2005;"III/IV";"Cerastoderma edule";6,3;"NA";"DZ"
"DZ";2005;"m-21";"Cerastoderma edule";25;"NA";"DZ"
"DZ";2005;"верхняя литораль";"Cerastoderma edule";11,7;"NA";"DZ"
"DZ";2005;"верхняя литораль";"Cerastoderma edule";6,6;"NA";"DZ"
"DZ";2005;"верхняя литораль";"Cerastoderma edule";5,2;"NA";"DZ"
"DZ";2005;"верхняя литораль";"Cerastoderma edule";5,9;"NA";"DZ"
"DZ";2005;"верхняя литораль";"Cerastoderma edule";8;"NA";"DZ"
"DZ";2005;"верхняя литораль";"Cerastoderma edule";6,7;"NA";"DZ"
"Shelpino";2005;"kach";"Cerastoderma edule";27;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";24;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";26,6;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";27,1;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";30,2;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";24,6;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";21,6;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";22,9;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";29,3;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";27,3;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";27,3;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";28;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";26,7;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";26,7;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";25,5;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";32,7;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";27;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";26;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";26,4;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";26,9;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";22,1;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";30,2;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";34,9;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";29,2;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";24,5;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";28,5;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";25,3;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";24,1;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";25,8;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";25,5;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";25,5;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";23,8;"NA";"SH"
"Shelpino";2005;"kach";"Cerastoderma edule";22,9;"NA";"SH"
"DZ";2005;"kach";"Cerastoderma edule";25,3;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";30,5;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";29,3;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";26;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";29,8;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";32;"NA";"DZ"
"DZ";2005;"kach";"Cerastoderma edule";24,8;"NA";"DZ"
