"Length.int" "year" "sample" "Freq"
"1" "(0,1]" "1992" "1me1" NA
"7928" "(7,8]" "2010" "me31" NA
"7929" "(8,9]" "2010" "me31" NA
"7930" "(9,10]" "2010" "me31" NA
"7931" "(10,11]" "2010" "me31" NA
"7932" "(11,12]" "2010" "me31" NA
"7933" "(12,13]" "2010" "me31" NA
"7934" "(13,14]" "2010" "me31" NA
"7935" "(14,15]" "2010" "me31" NA
"7936" "(15,16]" "2010" "me31" NA
"7937" "(16,17]" "2010" "me31" NA
"7938" "(17,18]" "2010" "me31" NA
"7939" "(18,19]" "2010" "me31" NA
"7940" "(19,20]" "2010" "me31" NA
"7941" "(0,1]" "2011" "me31" NA
"7942" "(1,2]" "2011" "me31" NA
"7943" "(2,3]" "2011" "me31" NA
"7944" "(3,4]" "2011" "me31" NA
"7945" "(4,5]" "2011" "me31" 2
"7946" "(5,6]" "2011" "me31" NA
"7947" "(6,7]" "2011" "me31" NA
"7948" "(7,8]" "2011" "me31" NA
"7949" "(8,9]" "2011" "me31" NA
"7950" "(9,10]" "2011" "me31" NA
"7951" "(10,11]" "2011" "me31" NA
"7952" "(11,12]" "2011" "me31" NA
"7953" "(12,13]" "2011" "me31" NA
"7954" "(13,14]" "2011" "me31" 1
"7955" "(14,15]" "2011" "me31" NA
"7956" "(15,16]" "2011" "me31" NA
"7957" "(16,17]" "2011" "me31" NA
"7958" "(17,18]" "2011" "me31" NA
"7959" "(18,19]" "2011" "me31" NA
"7960" "(19,20]" "2011" "me31" NA
"7961" "(0,1]" "2012" "me31" NA
"7962" "(1,2]" "2012" "me31" NA
"7963" "(2,3]" "2012" "me31" NA
"7964" "(3,4]" "2012" "me31" NA
"7965" "(4,5]" "2012" "me31" NA
"7966" "(5,6]" "2012" "me31" NA
"7967" "(6,7]" "2012" "me31" NA
"7968" "(7,8]" "2012" "me31" NA
"7969" "(8,9]" "2012" "me31" NA
"7970" "(9,10]" "2012" "me31" NA
"7971" "(10,11]" "2012" "me31" NA
"7972" "(11,12]" "2012" "me31" NA
"7973" "(12,13]" "2012" "me31" NA
"7974" "(13,14]" "2012" "me31" NA
"7975" "(14,15]" "2012" "me31" NA
"7976" "(15,16]" "2012" "me31" NA
"7977" "(16,17]" "2012" "me31" NA
"7978" "(17,18]" "2012" "me31" NA
"7979" "(18,19]" "2012" "me31" NA
"7980" "(19,20]" "2012" "me31" NA
"7981" "(0,1]" "1992" "me32" NA
"7982" "(1,2]" "1992" "me32" NA
"7983" "(2,3]" "1992" "me32" NA
"7984" "(3,4]" "1992" "me32" NA
"7985" "(4,5]" "1992" "me32" NA
"7986" "(5,6]" "1992" "me32" NA
"7987" "(6,7]" "1992" "me32" NA
"7988" "(7,8]" "1992" "me32" NA
"7989" "(8,9]" "1992" "me32" NA
"7990" "(9,10]" "1992" "me32" NA
"7991" "(10,11]" "1992" "me32" NA
"7992" "(11,12]" "1992" "me32" NA
"7993" "(12,13]" "1992" "me32" NA
"7994" "(13,14]" "1992" "me32" NA
"7995" "(14,15]" "1992" "me32" NA
"7996" "(15,16]" "1992" "me32" NA
"7997" "(16,17]" "1992" "me32" NA
"7998" "(17,18]" "1992" "me32" NA
"7999" "(18,19]" "1992" "me32" NA
"8000" "(19,20]" "1992" "me32" NA
"8001" "(0,1]" "1993" "me32" NA
"8002" "(1,2]" "1993" "me32" NA
"8003" "(2,3]" "1993" "me32" NA
"8004" "(3,4]" "1993" "me32" NA
"8005" "(4,5]" "1993" "me32" NA
"8006" "(5,6]" "1993" "me32" NA
"8007" "(6,7]" "1993" "me32" NA
"8008" "(7,8]" "1993" "me32" NA
"8009" "(8,9]" "1993" "me32" NA
"8010" "(9,10]" "1993" "me32" NA
"8011" "(10,11]" "1993" "me32" NA
"8012" "(11,12]" "1993" "me32" NA
"8013" "(12,13]" "1993" "me32" NA
"8014" "(13,14]" "1993" "me32" NA
"8015" "(14,15]" "1993" "me32" NA
"8016" "(15,16]" "1993" "me32" NA
"8017" "(16,17]" "1993" "me32" NA
"8018" "(17,18]" "1993" "me32" NA
"8019" "(18,19]" "1993" "me32" NA
"8020" "(19,20]" "1993" "me32" NA
"8021" "(0,1]" "1994" "me32" NA
"8022" "(1,2]" "1994" "me32" NA
"8023" "(2,3]" "1994" "me32" NA
"8024" "(3,4]" "1994" "me32" NA
"8025" "(4,5]" "1994" "me32" NA
"8026" "(5,6]" "1994" "me32" NA
"8027" "(6,7]" "1994" "me32" NA
"8028" "(7,8]" "1994" "me32" NA
"8029" "(8,9]" "1994" "me32" NA
"8030" "(9,10]" "1994" "me32" NA
"8031" "(10,11]" "1994" "me32" NA
"8032" "(11,12]" "1994" "me32" NA
"8033" "(12,13]" "1994" "me32" NA
"8034" "(13,14]" "1994" "me32" NA
"8035" "(14,15]" "1994" "me32" NA
"8036" "(15,16]" "1994" "me32" NA
"8037" "(16,17]" "1994" "me32" NA
"8038" "(17,18]" "1994" "me32" NA
"8039" "(18,19]" "1994" "me32" NA
"8040" "(19,20]" "1994" "me32" NA
"8041" "(0,1]" "1995" "me32" NA
"8042" "(1,2]" "1995" "me32" NA
"8043" "(2,3]" "1995" "me32" NA
"8044" "(3,4]" "1995" "me32" NA
"8045" "(4,5]" "1995" "me32" NA
"8046" "(5,6]" "1995" "me32" NA
"8047" "(6,7]" "1995" "me32" NA
"8048" "(7,8]" "1995" "me32" NA
"8049" "(8,9]" "1995" "me32" NA
"8050" "(9,10]" "1995" "me32" NA
"8051" "(10,11]" "1995" "me32" NA
"8052" "(11,12]" "1995" "me32" NA
"8053" "(12,13]" "1995" "me32" NA
"8054" "(13,14]" "1995" "me32" NA
"8055" "(14,15]" "1995" "me32" NA
"8056" "(15,16]" "1995" "me32" NA
"8057" "(16,17]" "1995" "me32" NA
"8058" "(17,18]" "1995" "me32" NA
"8059" "(18,19]" "1995" "me32" NA
"8060" "(19,20]" "1995" "me32" NA
"8061" "(0,1]" "1996" "me32" NA
"8062" "(1,2]" "1996" "me32" NA
"8063" "(2,3]" "1996" "me32" NA
"8064" "(3,4]" "1996" "me32" NA
"8065" "(4,5]" "1996" "me32" NA
"8066" "(5,6]" "1996" "me32" NA
"8067" "(6,7]" "1996" "me32" NA
"8068" "(7,8]" "1996" "me32" NA
"8069" "(8,9]" "1996" "me32" NA
"8070" "(9,10]" "1996" "me32" NA
"8071" "(10,11]" "1996" "me32" NA
"8072" "(11,12]" "1996" "me32" NA
"8073" "(12,13]" "1996" "me32" NA
"8074" "(13,14]" "1996" "me32" NA
"8075" "(14,15]" "1996" "me32" NA
"8076" "(15,16]" "1996" "me32" NA
"8077" "(16,17]" "1996" "me32" NA
"8078" "(17,18]" "1996" "me32" NA
"8079" "(18,19]" "1996" "me32" NA
"8080" "(19,20]" "1996" "me32" NA
"8081" "(0,1]" "1997" "me32" NA
"8082" "(1,2]" "1997" "me32" NA
"8083" "(2,3]" "1997" "me32" NA
"8084" "(3,4]" "1997" "me32" NA
"8085" "(4,5]" "1997" "me32" NA
"8086" "(5,6]" "1997" "me32" NA
"8087" "(6,7]" "1997" "me32" NA
"8088" "(7,8]" "1997" "me32" NA
"8089" "(8,9]" "1997" "me32" NA
"8090" "(9,10]" "1997" "me32" NA
"8091" "(10,11]" "1997" "me32" NA
"8092" "(11,12]" "1997" "me32" NA
"8093" "(12,13]" "1997" "me32" NA
"8094" "(13,14]" "1997" "me32" NA
"8095" "(14,15]" "1997" "me32" NA
"8096" "(15,16]" "1997" "me32" NA
"8097" "(16,17]" "1997" "me32" NA
"8098" "(17,18]" "1997" "me32" NA
"8099" "(18,19]" "1997" "me32" NA
"8100" "(19,20]" "1997" "me32" NA
"8101" "(0,1]" "1998" "me32" NA
"8102" "(1,2]" "1998" "me32" NA
"8103" "(2,3]" "1998" "me32" NA
"8104" "(3,4]" "1998" "me32" NA
"8105" "(4,5]" "1998" "me32" NA
"8106" "(5,6]" "1998" "me32" NA
"8107" "(6,7]" "1998" "me32" NA
"8108" "(7,8]" "1998" "me32" NA
"8109" "(8,9]" "1998" "me32" NA
"8110" "(9,10]" "1998" "me32" NA
"8111" "(10,11]" "1998" "me32" NA
"8112" "(11,12]" "1998" "me32" NA
"8113" "(12,13]" "1998" "me32" NA
"8114" "(13,14]" "1998" "me32" NA
"8115" "(14,15]" "1998" "me32" NA
"8116" "(15,16]" "1998" "me32" NA
"8117" "(16,17]" "1998" "me32" NA
"8118" "(17,18]" "1998" "me32" NA
"8119" "(18,19]" "1998" "me32" NA
"8120" "(19,20]" "1998" "me32" NA
"8121" "(0,1]" "1999" "me32" NA
"8122" "(1,2]" "1999" "me32" NA
"8123" "(2,3]" "1999" "me32" NA
"8124" "(3,4]" "1999" "me32" NA
"8125" "(4,5]" "1999" "me32" NA
"8126" "(5,6]" "1999" "me32" NA
"8127" "(6,7]" "1999" "me32" NA
"8128" "(7,8]" "1999" "me32" NA
"8129" "(8,9]" "1999" "me32" NA
"8130" "(9,10]" "1999" "me32" NA
"8131" "(10,11]" "1999" "me32" NA
"8132" "(11,12]" "1999" "me32" NA
"8133" "(12,13]" "1999" "me32" NA
"8134" "(13,14]" "1999" "me32" NA
"8135" "(14,15]" "1999" "me32" NA
"8136" "(15,16]" "1999" "me32" NA
"8137" "(16,17]" "1999" "me32" NA
"8138" "(17,18]" "1999" "me32" NA
"8139" "(18,19]" "1999" "me32" NA
"8140" "(19,20]" "1999" "me32" NA
"8141" "(0,1]" "2000" "me32" NA
"8142" "(1,2]" "2000" "me32" NA
"8143" "(2,3]" "2000" "me32" NA
"8144" "(3,4]" "2000" "me32" NA
"8145" "(4,5]" "2000" "me32" NA
"8146" "(5,6]" "2000" "me32" NA
"8147" "(6,7]" "2000" "me32" NA
"8148" "(7,8]" "2000" "me32" NA
"8149" "(8,9]" "2000" "me32" NA
"8150" "(9,10]" "2000" "me32" NA
"8151" "(10,11]" "2000" "me32" NA
"8152" "(11,12]" "2000" "me32" NA
"8153" "(12,13]" "2000" "me32" NA
"8154" "(13,14]" "2000" "me32" NA
"8155" "(14,15]" "2000" "me32" NA
"8156" "(15,16]" "2000" "me32" NA
"8157" "(16,17]" "2000" "me32" NA
"8158" "(17,18]" "2000" "me32" NA
"8159" "(18,19]" "2000" "me32" NA
"8160" "(19,20]" "2000" "me32" NA
"8161" "(0,1]" "2001" "me32" NA
"8162" "(1,2]" "2001" "me32" NA
"8163" "(2,3]" "2001" "me32" NA
"8164" "(3,4]" "2001" "me32" NA
"8165" "(4,5]" "2001" "me32" NA
"8166" "(5,6]" "2001" "me32" NA
"8167" "(6,7]" "2001" "me32" NA
"8168" "(7,8]" "2001" "me32" NA
"8169" "(8,9]" "2001" "me32" NA
"8170" "(9,10]" "2001" "me32" NA
"8171" "(10,11]" "2001" "me32" NA
"8172" "(11,12]" "2001" "me32" NA
"8173" "(12,13]" "2001" "me32" NA
"8174" "(13,14]" "2001" "me32" NA
"8175" "(14,15]" "2001" "me32" NA
"8176" "(15,16]" "2001" "me32" NA
"8177" "(16,17]" "2001" "me32" NA
"8178" "(17,18]" "2001" "me32" NA
"8179" "(18,19]" "2001" "me32" NA
"8180" "(19,20]" "2001" "me32" NA
"8181" "(0,1]" "2002" "me32" NA
"8182" "(1,2]" "2002" "me32" NA
"8183" "(2,3]" "2002" "me32" NA
"8184" "(3,4]" "2002" "me32" NA
"8185" "(4,5]" "2002" "me32" NA
"8186" "(5,6]" "2002" "me32" NA
"8187" "(6,7]" "2002" "me32" NA
"8188" "(7,8]" "2002" "me32" NA
"8189" "(8,9]" "2002" "me32" NA
"8190" "(9,10]" "2002" "me32" NA
"8191" "(10,11]" "2002" "me32" NA
"8192" "(11,12]" "2002" "me32" NA
"8193" "(12,13]" "2002" "me32" NA
"8194" "(13,14]" "2002" "me32" NA
"8195" "(14,15]" "2002" "me32" NA
"8196" "(15,16]" "2002" "me32" NA
"8197" "(16,17]" "2002" "me32" NA
"8198" "(17,18]" "2002" "me32" NA
"8199" "(18,19]" "2002" "me32" NA
"8200" "(19,20]" "2002" "me32" NA
"8201" "(0,1]" "2003" "me32" NA
"8202" "(1,2]" "2003" "me32" NA
"8203" "(2,3]" "2003" "me32" NA
"8204" "(3,4]" "2003" "me32" NA
"8205" "(4,5]" "2003" "me32" NA
"8206" "(5,6]" "2003" "me32" NA
"8207" "(6,7]" "2003" "me32" NA
"8208" "(7,8]" "2003" "me32" NA
"8209" "(8,9]" "2003" "me32" NA
"8210" "(9,10]" "2003" "me32" NA
"8211" "(10,11]" "2003" "me32" NA
"8212" "(11,12]" "2003" "me32" NA
"8213" "(12,13]" "2003" "me32" NA
"8214" "(13,14]" "2003" "me32" NA
"8215" "(14,15]" "2003" "me32" NA
"8216" "(15,16]" "2003" "me32" NA
"8217" "(16,17]" "2003" "me32" NA
"8218" "(17,18]" "2003" "me32" NA
"8219" "(18,19]" "2003" "me32" NA
"8220" "(19,20]" "2003" "me32" NA
"8221" "(0,1]" "2004" "me32" NA
"8222" "(1,2]" "2004" "me32" NA
"8223" "(2,3]" "2004" "me32" NA
"8224" "(3,4]" "2004" "me32" NA
"8225" "(4,5]" "2004" "me32" NA
"8226" "(5,6]" "2004" "me32" NA
"8227" "(6,7]" "2004" "me32" NA
"8228" "(7,8]" "2004" "me32" NA
"8229" "(8,9]" "2004" "me32" NA
"8230" "(9,10]" "2004" "me32" NA
"8231" "(10,11]" "2004" "me32" NA
"8232" "(11,12]" "2004" "me32" NA
"8233" "(12,13]" "2004" "me32" NA
"8234" "(13,14]" "2004" "me32" NA
"8235" "(14,15]" "2004" "me32" NA
"8236" "(15,16]" "2004" "me32" NA
"8237" "(16,17]" "2004" "me32" NA
"8238" "(17,18]" "2004" "me32" NA
"8239" "(18,19]" "2004" "me32" NA
"8240" "(19,20]" "2004" "me32" NA
"8241" "(0,1]" "2005" "me32" NA
"8242" "(1,2]" "2005" "me32" NA
"8243" "(2,3]" "2005" "me32" NA
"8244" "(3,4]" "2005" "me32" NA
"8245" "(4,5]" "2005" "me32" NA
"8246" "(5,6]" "2005" "me32" NA
"8247" "(6,7]" "2005" "me32" NA
"8248" "(7,8]" "2005" "me32" NA
"8249" "(8,9]" "2005" "me32" NA
"8250" "(9,10]" "2005" "me32" NA
"8251" "(10,11]" "2005" "me32" NA
"8252" "(11,12]" "2005" "me32" NA
"8253" "(12,13]" "2005" "me32" NA
"8254" "(13,14]" "2005" "me32" NA
"8255" "(14,15]" "2005" "me32" NA
"8256" "(15,16]" "2005" "me32" NA
"8257" "(16,17]" "2005" "me32" NA
"8258" "(17,18]" "2005" "me32" NA
"8259" "(18,19]" "2005" "me32" NA
"8260" "(19,20]" "2005" "me32" NA
"8261" "(0,1]" "2006" "me32" NA
"8262" "(1,2]" "2006" "me32" NA
"8263" "(2,3]" "2006" "me32" NA
"8264" "(3,4]" "2006" "me32" NA
"8265" "(4,5]" "2006" "me32" NA
"8266" "(5,6]" "2006" "me32" NA
"8267" "(6,7]" "2006" "me32" NA
"8268" "(7,8]" "2006" "me32" NA
"8269" "(8,9]" "2006" "me32" NA
"8270" "(9,10]" "2006" "me32" NA
"8271" "(10,11]" "2006" "me32" NA
"8272" "(11,12]" "2006" "me32" NA
"8273" "(12,13]" "2006" "me32" NA
"8274" "(13,14]" "2006" "me32" NA
"8275" "(14,15]" "2006" "me32" NA
"8276" "(15,16]" "2006" "me32" NA
"8277" "(16,17]" "2006" "me32" NA
"8278" "(17,18]" "2006" "me32" NA
"8279" "(18,19]" "2006" "me32" NA
"8280" "(19,20]" "2006" "me32" NA
"8281" "(0,1]" "2007" "me32" NA
"8282" "(1,2]" "2007" "me32" NA
"8283" "(2,3]" "2007" "me32" NA
"8284" "(3,4]" "2007" "me32" NA
"8285" "(4,5]" "2007" "me32" NA
"8286" "(5,6]" "2007" "me32" NA
"8287" "(6,7]" "2007" "me32" NA
"8288" "(7,8]" "2007" "me32" NA
"8289" "(8,9]" "2007" "me32" NA
"8290" "(9,10]" "2007" "me32" NA
"8291" "(10,11]" "2007" "me32" NA
"8292" "(11,12]" "2007" "me32" NA
"8293" "(12,13]" "2007" "me32" NA
"8294" "(13,14]" "2007" "me32" NA
"8295" "(14,15]" "2007" "me32" NA
"8296" "(15,16]" "2007" "me32" NA
"8297" "(16,17]" "2007" "me32" NA
"8298" "(17,18]" "2007" "me32" NA
"8299" "(18,19]" "2007" "me32" NA
"8300" "(19,20]" "2007" "me32" NA
"8301" "(0,1]" "2008" "me32" NA
"8302" "(1,2]" "2008" "me32" NA
"8303" "(2,3]" "2008" "me32" NA
"8304" "(3,4]" "2008" "me32" NA
"8305" "(4,5]" "2008" "me32" NA
"8306" "(5,6]" "2008" "me32" NA
"8307" "(6,7]" "2008" "me32" NA
"8308" "(7,8]" "2008" "me32" NA
"8309" "(8,9]" "2008" "me32" NA
"8310" "(9,10]" "2008" "me32" NA
"8311" "(10,11]" "2008" "me32" NA
"8312" "(11,12]" "2008" "me32" NA
"8313" "(12,13]" "2008" "me32" NA
"8314" "(13,14]" "2008" "me32" NA
"8315" "(14,15]" "2008" "me32" NA
"8316" "(15,16]" "2008" "me32" NA
"8317" "(16,17]" "2008" "me32" NA
"8318" "(17,18]" "2008" "me32" NA
"8319" "(18,19]" "2008" "me32" NA
"8320" "(19,20]" "2008" "me32" NA
"8321" "(0,1]" "2009" "me32" NA
"8322" "(1,2]" "2009" "me32" NA
"8323" "(2,3]" "2009" "me32" NA
"8324" "(3,4]" "2009" "me32" NA
"8325" "(4,5]" "2009" "me32" NA
"8326" "(5,6]" "2009" "me32" NA
"8327" "(6,7]" "2009" "me32" NA
"8328" "(7,8]" "2009" "me32" NA
"8329" "(8,9]" "2009" "me32" NA
"8330" "(9,10]" "2009" "me32" NA
"8331" "(10,11]" "2009" "me32" NA
"8332" "(11,12]" "2009" "me32" NA
"8333" "(12,13]" "2009" "me32" NA
"8334" "(13,14]" "2009" "me32" NA
"8335" "(14,15]" "2009" "me32" NA
"8336" "(15,16]" "2009" "me32" NA
"8337" "(16,17]" "2009" "me32" NA
"8338" "(17,18]" "2009" "me32" NA
"8339" "(18,19]" "2009" "me32" NA
"8340" "(19,20]" "2009" "me32" NA
"8341" "(0,1]" "2010" "me32" NA
"8342" "(1,2]" "2010" "me32" NA
"8343" "(2,3]" "2010" "me32" NA
"8344" "(3,4]" "2010" "me32" NA
"8345" "(4,5]" "2010" "me32" NA
"8346" "(5,6]" "2010" "me32" NA
"8347" "(6,7]" "2010" "me32" NA
"8348" "(7,8]" "2010" "me32" NA
"8349" "(8,9]" "2010" "me32" NA
"8350" "(9,10]" "2010" "me32" NA
"8351" "(10,11]" "2010" "me32" NA
"8352" "(11,12]" "2010" "me32" NA
"8353" "(12,13]" "2010" "me32" NA
"8354" "(13,14]" "2010" "me32" NA
"8355" "(14,15]" "2010" "me32" NA
"8356" "(15,16]" "2010" "me32" NA
"8357" "(16,17]" "2010" "me32" NA
"8358" "(17,18]" "2010" "me32" NA
"8359" "(18,19]" "2010" "me32" NA
"8360" "(19,20]" "2010" "me32" NA
"8361" "(0,1]" "2011" "me32" NA
"8362" "(1,2]" "2011" "me32" NA
"8363" "(2,3]" "2011" "me32" NA
"8364" "(3,4]" "2011" "me32" NA
"8365" "(4,5]" "2011" "me32" NA
"8366" "(5,6]" "2011" "me32" NA
"8367" "(6,7]" "2011" "me32" NA
"8368" "(7,8]" "2011" "me32" NA
"8369" "(8,9]" "2011" "me32" 4
"8370" "(9,10]" "2011" "me32" NA
"8371" "(10,11]" "2011" "me32" NA
"8372" "(11,12]" "2011" "me32" NA
"8373" "(12,13]" "2011" "me32" NA
"8374" "(13,14]" "2011" "me32" NA
"8375" "(14,15]" "2011" "me32" NA
"8376" "(15,16]" "2011" "me32" NA
"8377" "(16,17]" "2011" "me32" NA
"8378" "(17,18]" "2011" "me32" 0
"8379" "(18,19]" "2011" "me32" NA
"8380" "(19,20]" "2011" "me32" NA
"8381" "(0,1]" "2012" "me32" NA
"8382" "(1,2]" "2012" "me32" NA
"8383" "(2,3]" "2012" "me32" NA
"8384" "(3,4]" "2012" "me32" NA
"8385" "(4,5]" "2012" "me32" NA
"8386" "(5,6]" "2012" "me32" NA
"8387" "(6,7]" "2012" "me32" NA
"8388" "(7,8]" "2012" "me32" NA
"8389" "(8,9]" "2012" "me32" NA
"8390" "(9,10]" "2012" "me32" NA
"8391" "(10,11]" "2012" "me32" NA
"8392" "(11,12]" "2012" "me32" NA
"8393" "(12,13]" "2012" "me32" NA
"8394" "(13,14]" "2012" "me32" NA
"8395" "(14,15]" "2012" "me32" NA
"8396" "(15,16]" "2012" "me32" NA
"8397" "(16,17]" "2012" "me32" NA
"8398" "(17,18]" "2012" "me32" NA
"8399" "(18,19]" "2012" "me32" NA
"8400" "(19,20]" "2012" "me32" NA
"8401" "(0,1]" "1992" "me33" NA
"8402" "(1,2]" "1992" "me33" NA
"8403" "(2,3]" "1992" "me33" NA
"8404" "(3,4]" "1992" "me33" NA
"8405" "(4,5]" "1992" "me33" NA
"8406" "(5,6]" "1992" "me33" NA
"8407" "(6,7]" "1992" "me33" NA
"8408" "(7,8]" "1992" "me33" NA
"8409" "(8,9]" "1992" "me33" NA
"8410" "(9,10]" "1992" "me33" NA
"8411" "(10,11]" "1992" "me33" NA
"8412" "(11,12]" "1992" "me33" NA
"8413" "(12,13]" "1992" "me33" NA
"8414" "(13,14]" "1992" "me33" NA
"8415" "(14,15]" "1992" "me33" NA
"8416" "(15,16]" "1992" "me33" NA
"8417" "(16,17]" "1992" "me33" NA
"8418" "(17,18]" "1992" "me33" NA
"8419" "(18,19]" "1992" "me33" NA
"8420" "(19,20]" "1992" "me33" NA
"8421" "(0,1]" "1993" "me33" NA
"8422" "(1,2]" "1993" "me33" NA
"8423" "(2,3]" "1993" "me33" NA
"8424" "(3,4]" "1993" "me33" NA
"8425" "(4,5]" "1993" "me33" NA
"8426" "(5,6]" "1993" "me33" NA
"8427" "(6,7]" "1993" "me33" NA
"8428" "(7,8]" "1993" "me33" NA
"8429" "(8,9]" "1993" "me33" NA
"8430" "(9,10]" "1993" "me33" NA
"8431" "(10,11]" "1993" "me33" NA
"8432" "(11,12]" "1993" "me33" NA
"8433" "(12,13]" "1993" "me33" NA
"8434" "(13,14]" "1993" "me33" NA
"8435" "(14,15]" "1993" "me33" NA
"8436" "(15,16]" "1993" "me33" NA
"8437" "(16,17]" "1993" "me33" NA
"8438" "(17,18]" "1993" "me33" NA
"8439" "(18,19]" "1993" "me33" NA
"8440" "(19,20]" "1993" "me33" NA
"8441" "(0,1]" "1994" "me33" NA
"8442" "(1,2]" "1994" "me33" NA
"8443" "(2,3]" "1994" "me33" NA
"8444" "(3,4]" "1994" "me33" NA
"8445" "(4,5]" "1994" "me33" NA
"8446" "(5,6]" "1994" "me33" NA
"8447" "(6,7]" "1994" "me33" NA
"8448" "(7,8]" "1994" "me33" NA
"8449" "(8,9]" "1994" "me33" NA
"8450" "(9,10]" "1994" "me33" NA
"8451" "(10,11]" "1994" "me33" NA
"8452" "(11,12]" "1994" "me33" NA
"8453" "(12,13]" "1994" "me33" NA
"8454" "(13,14]" "1994" "me33" NA
"8455" "(14,15]" "1994" "me33" NA
"8456" "(15,16]" "1994" "me33" NA
"8457" "(16,17]" "1994" "me33" NA
"8458" "(17,18]" "1994" "me33" NA
"8459" "(18,19]" "1994" "me33" NA
"8460" "(19,20]" "1994" "me33" NA
"8461" "(0,1]" "1995" "me33" NA
"8462" "(1,2]" "1995" "me33" NA
"8463" "(2,3]" "1995" "me33" NA
"8464" "(3,4]" "1995" "me33" NA
"8465" "(4,5]" "1995" "me33" NA
"8466" "(5,6]" "1995" "me33" NA
"8467" "(6,7]" "1995" "me33" NA
"8468" "(7,8]" "1995" "me33" NA
"8469" "(8,9]" "1995" "me33" NA
"8470" "(9,10]" "1995" "me33" NA
"8471" "(10,11]" "1995" "me33" NA
"8472" "(11,12]" "1995" "me33" NA
"8473" "(12,13]" "1995" "me33" NA
"8474" "(13,14]" "1995" "me33" NA
"8475" "(14,15]" "1995" "me33" NA
"8476" "(15,16]" "1995" "me33" NA
"8477" "(16,17]" "1995" "me33" NA
"8478" "(17,18]" "1995" "me33" NA
"8479" "(18,19]" "1995" "me33" NA
"8480" "(19,20]" "1995" "me33" NA
"8481" "(0,1]" "1996" "me33" NA
"8482" "(1,2]" "1996" "me33" NA
"8483" "(2,3]" "1996" "me33" NA
"8484" "(3,4]" "1996" "me33" NA
"8485" "(4,5]" "1996" "me33" NA
"8486" "(5,6]" "1996" "me33" NA
"8487" "(6,7]" "1996" "me33" NA
"8488" "(7,8]" "1996" "me33" NA
"8489" "(8,9]" "1996" "me33" NA
"8490" "(9,10]" "1996" "me33" NA
"8491" "(10,11]" "1996" "me33" NA
"8492" "(11,12]" "1996" "me33" NA
"8493" "(12,13]" "1996" "me33" NA
"8494" "(13,14]" "1996" "me33" NA
"8495" "(14,15]" "1996" "me33" NA
"8496" "(15,16]" "1996" "me33" NA
"8497" "(16,17]" "1996" "me33" NA
"8498" "(17,18]" "1996" "me33" NA
"8499" "(18,19]" "1996" "me33" NA
"8500" "(19,20]" "1996" "me33" NA
"8501" "(0,1]" "1997" "me33" NA
"8502" "(1,2]" "1997" "me33" NA
"8503" "(2,3]" "1997" "me33" NA
"8504" "(3,4]" "1997" "me33" NA
"8505" "(4,5]" "1997" "me33" NA
"8506" "(5,6]" "1997" "me33" NA
"8507" "(6,7]" "1997" "me33" NA
"8508" "(7,8]" "1997" "me33" NA
"8509" "(8,9]" "1997" "me33" NA
"8510" "(9,10]" "1997" "me33" NA
"8511" "(10,11]" "1997" "me33" NA
"8512" "(11,12]" "1997" "me33" NA
"8513" "(12,13]" "1997" "me33" NA
"8514" "(13,14]" "1997" "me33" NA
"8515" "(14,15]" "1997" "me33" NA
"8516" "(15,16]" "1997" "me33" NA
"8517" "(16,17]" "1997" "me33" NA
"8518" "(17,18]" "1997" "me33" NA
"8519" "(18,19]" "1997" "me33" NA
"8520" "(19,20]" "1997" "me33" NA
"8521" "(0,1]" "1998" "me33" NA
"8522" "(1,2]" "1998" "me33" NA
"8523" "(2,3]" "1998" "me33" NA
"8524" "(3,4]" "1998" "me33" NA
"8525" "(4,5]" "1998" "me33" NA
"8526" "(5,6]" "1998" "me33" NA
"8527" "(6,7]" "1998" "me33" NA
"8528" "(7,8]" "1998" "me33" NA
"8529" "(8,9]" "1998" "me33" NA
"8530" "(9,10]" "1998" "me33" NA
"8531" "(10,11]" "1998" "me33" NA
"8532" "(11,12]" "1998" "me33" NA
"8533" "(12,13]" "1998" "me33" NA
"8534" "(13,14]" "1998" "me33" NA
"8535" "(14,15]" "1998" "me33" NA
"8536" "(15,16]" "1998" "me33" NA
"8537" "(16,17]" "1998" "me33" NA
"8538" "(17,18]" "1998" "me33" NA
"8539" "(18,19]" "1998" "me33" NA
"8540" "(19,20]" "1998" "me33" NA
"8541" "(0,1]" "1999" "me33" NA
"8542" "(1,2]" "1999" "me33" NA
"8543" "(2,3]" "1999" "me33" NA
"8544" "(3,4]" "1999" "me33" NA
"8545" "(4,5]" "1999" "me33" NA
"8546" "(5,6]" "1999" "me33" NA
"8547" "(6,7]" "1999" "me33" NA
"8548" "(7,8]" "1999" "me33" NA
"8549" "(8,9]" "1999" "me33" NA
"8550" "(9,10]" "1999" "me33" NA
"8551" "(10,11]" "1999" "me33" NA
"8552" "(11,12]" "1999" "me33" NA
"8553" "(12,13]" "1999" "me33" NA
"8554" "(13,14]" "1999" "me33" NA
"8555" "(14,15]" "1999" "me33" NA
"8556" "(15,16]" "1999" "me33" NA
"8557" "(16,17]" "1999" "me33" NA
"8558" "(17,18]" "1999" "me33" NA
"8559" "(18,19]" "1999" "me33" NA
"8560" "(19,20]" "1999" "me33" NA
"8561" "(0,1]" "2000" "me33" NA
