"oneyear.int";"year";"tidal_level";"sample";"Freq"
"13726";"(1.2,1.8]";"2000";"midlow";"Mg3-3";NA
"13730";"(1.2,1.8]";"2001";"midlow";"Mg3-3";NA
"13734";"(1.2,1.8]";"2002";"midlow";"Mg3-3";NA
"13738";"(1.2,1.8]";"2003";"midlow";"Mg3-3";NA
"13742";"(1.2,1.8]";"2004";"midlow";"Mg3-3";NA
"13746";"(1.2,1.8]";"2005";"midlow";"Mg3-3";NA
"13750";"(1.2,1.8]";"2006";"midlow";"Mg3-3";NA
"13754";"(1.2,1.8]";"2007";"midlow";"Mg3-3";NA
"13758";"(1.2,1.8]";"2008";"midlow";"Mg3-3";120
"13762";"(1.2,1.8]";"2009";"midlow";"Mg3-3";NA
"13766";"(1.2,1.8]";"2010";"midlow";"Mg3-3";NA
"13770";"(1.2,1.8]";"2011";"midlow";"Mg3-3";480
"13774";"(1.2,1.8]";"2012";"midlow";"Mg3-3";NA
"13778";"(1.2,1.8]";"1992";"high";"mg4";0
"13782";"(1.2,1.8]";"1993";"high";"mg4";NA
"13786";"(1.2,1.8]";"1994";"high";"mg4";NA
"13790";"(1.2,1.8]";"1995";"high";"mg4";NA
"13794";"(1.2,1.8]";"1996";"high";"mg4";NA
"13798";"(1.2,1.8]";"1997";"high";"mg4";NA
"13802";"(1.2,1.8]";"1998";"high";"mg4";NA
"13806";"(1.2,1.8]";"1999";"high";"mg4";NA
"13810";"(1.2,1.8]";"2000";"high";"mg4";NA
"13814";"(1.2,1.8]";"2001";"high";"mg4";NA
"13818";"(1.2,1.8]";"2002";"high";"mg4";NA
"13822";"(1.2,1.8]";"2003";"high";"mg4";NA
"13826";"(1.2,1.8]";"2004";"high";"mg4";NA
"13830";"(1.2,1.8]";"2005";"high";"mg4";NA
"13834";"(1.2,1.8]";"2006";"high";"mg4";NA
"13838";"(1.2,1.8]";"2007";"high";"mg4";NA
"13842";"(1.2,1.8]";"2008";"high";"mg4";NA
"13846";"(1.2,1.8]";"2009";"high";"mg4";NA
"13850";"(1.2,1.8]";"2010";"high";"mg4";NA
"13854";"(1.2,1.8]";"2011";"high";"mg4";NA
"13858";"(1.2,1.8]";"2012";"high";"mg4";NA
"13862";"(1.2,1.8]";"1992";"low";"mg4";NA
"13866";"(1.2,1.8]";"1993";"low";"mg4";NA
"13870";"(1.2,1.8]";"1994";"low";"mg4";0
"13874";"(1.2,1.8]";"1995";"low";"mg4";260
"13878";"(1.2,1.8]";"1996";"low";"mg4";30
"13882";"(1.2,1.8]";"1997";"low";"mg4";50
"13886";"(1.2,1.8]";"1998";"low";"mg4";310
"13890";"(1.2,1.8]";"1999";"low";"mg4";1220
"13894";"(1.2,1.8]";"2000";"low";"mg4";0
"13898";"(1.2,1.8]";"2001";"low";"mg4";40
"13902";"(1.2,1.8]";"2002";"low";"mg4";20
"13906";"(1.2,1.8]";"2003";"low";"mg4";50
"13910";"(1.2,1.8]";"2004";"low";"mg4";NA
"13914";"(1.2,1.8]";"2005";"low";"mg4";10
"13918";"(1.2,1.8]";"2006";"low";"mg4";NA
"13922";"(1.2,1.8]";"2007";"low";"mg4";NA
"13926";"(1.2,1.8]";"2008";"low";"mg4";NA
"13930";"(1.2,1.8]";"2009";"low";"mg4";30
"13934";"(1.2,1.8]";"2010";"low";"mg4";90
"13938";"(1.2,1.8]";"2011";"low";"mg4";NA
"13942";"(1.2,1.8]";"2012";"low";"mg4";20
"13946";"(1.2,1.8]";"1992";"middle";"mg4";NA
"13950";"(1.2,1.8]";"1993";"middle";"mg4";30
"13954";"(1.2,1.8]";"1994";"middle";"mg4";NA
"13958";"(1.2,1.8]";"1995";"middle";"mg4";NA
"13962";"(1.2,1.8]";"1996";"middle";"mg4";NA
"13966";"(1.2,1.8]";"1997";"middle";"mg4";NA
"13970";"(1.2,1.8]";"1998";"middle";"mg4";NA
"13974";"(1.2,1.8]";"1999";"middle";"mg4";NA
"13978";"(1.2,1.8]";"2000";"middle";"mg4";NA
"13982";"(1.2,1.8]";"2001";"middle";"mg4";NA
"13986";"(1.2,1.8]";"2002";"middle";"mg4";NA
"13990";"(1.2,1.8]";"2003";"middle";"mg4";NA
"13994";"(1.2,1.8]";"2004";"middle";"mg4";NA
"13998";"(1.2,1.8]";"2005";"middle";"mg4";NA
"14002";"(1.2,1.8]";"2006";"middle";"mg4";NA
"14006";"(1.2,1.8]";"2007";"middle";"mg4";NA
"14010";"(1.2,1.8]";"2008";"middle";"mg4";NA
"14014";"(1.2,1.8]";"2009";"middle";"mg4";NA
"14018";"(1.2,1.8]";"2010";"middle";"mg4";NA
"14022";"(1.2,1.8]";"2011";"middle";"mg4";NA
"14026";"(1.2,1.8]";"2012";"middle";"mg4";NA
"14030";"(1.2,1.8]";"1992";"midlow";"mg4";NA
"14034";"(1.2,1.8]";"1993";"midlow";"mg4";NA
"14038";"(1.2,1.8]";"1994";"midlow";"mg4";NA
"14042";"(1.2,1.8]";"1995";"midlow";"mg4";NA
"14046";"(1.2,1.8]";"1996";"midlow";"mg4";NA
"14050";"(1.2,1.8]";"1997";"midlow";"mg4";NA
"14054";"(1.2,1.8]";"1998";"midlow";"mg4";NA
"14058";"(1.2,1.8]";"1999";"midlow";"mg4";NA
"14062";"(1.2,1.8]";"2000";"midlow";"mg4";NA
"14066";"(1.2,1.8]";"2001";"midlow";"mg4";NA
"14070";"(1.2,1.8]";"2002";"midlow";"mg4";NA
"14074";"(1.2,1.8]";"2003";"midlow";"mg4";NA
"14078";"(1.2,1.8]";"2004";"midlow";"mg4";NA
"14082";"(1.2,1.8]";"2005";"midlow";"mg4";NA
"14086";"(1.2,1.8]";"2006";"midlow";"mg4";NA
"14090";"(1.2,1.8]";"2007";"midlow";"mg4";NA
"14094";"(1.2,1.8]";"2008";"midlow";"mg4";NA
"14098";"(1.2,1.8]";"2009";"midlow";"mg4";NA
"14102";"(1.2,1.8]";"2010";"midlow";"mg4";NA
"14106";"(1.2,1.8]";"2011";"midlow";"mg4";NA
"14110";"(1.2,1.8]";"2012";"midlow";"mg4";NA
"14114";"(1.2,1.8]";"1992";"high";"mg4-1";NA
"14118";"(1.2,1.8]";"1993";"high";"mg4-1";NA
"14122";"(1.2,1.8]";"1994";"high";"mg4-1";NA
"14126";"(1.2,1.8]";"1995";"high";"mg4-1";NA
"14130";"(1.2,1.8]";"1996";"high";"mg4-1";NA
"14134";"(1.2,1.8]";"1997";"high";"mg4-1";NA
"14138";"(1.2,1.8]";"1998";"high";"mg4-1";NA
"14142";"(1.2,1.8]";"1999";"high";"mg4-1";NA
"14146";"(1.2,1.8]";"2000";"high";"mg4-1";NA
"14150";"(1.2,1.8]";"2001";"high";"mg4-1";NA
"14154";"(1.2,1.8]";"2002";"high";"mg4-1";NA
"14158";"(1.2,1.8]";"2003";"high";"mg4-1";NA
"14162";"(1.2,1.8]";"2004";"high";"mg4-1";NA
"14166";"(1.2,1.8]";"2005";"high";"mg4-1";NA
"14170";"(1.2,1.8]";"2006";"high";"mg4-1";NA
"14174";"(1.2,1.8]";"2007";"high";"mg4-1";NA
"14178";"(1.2,1.8]";"2008";"high";"mg4-1";NA
"14182";"(1.2,1.8]";"2009";"high";"mg4-1";NA
"14186";"(1.2,1.8]";"2010";"high";"mg4-1";NA
"14190";"(1.2,1.8]";"2011";"high";"mg4-1";NA
"14194";"(1.2,1.8]";"2012";"high";"mg4-1";NA
"14198";"(1.2,1.8]";"1992";"low";"mg4-1";NA
"14202";"(1.2,1.8]";"1993";"low";"mg4-1";NA
"14206";"(1.2,1.8]";"1994";"low";"mg4-1";NA
"14210";"(1.2,1.8]";"1995";"low";"mg4-1";NA
"14214";"(1.2,1.8]";"1996";"low";"mg4-1";NA
"14218";"(1.2,1.8]";"1997";"low";"mg4-1";NA
"14222";"(1.2,1.8]";"1998";"low";"mg4-1";NA
"14226";"(1.2,1.8]";"1999";"low";"mg4-1";NA
"14230";"(1.2,1.8]";"2000";"low";"mg4-1";NA
"14234";"(1.2,1.8]";"2001";"low";"mg4-1";NA
"14238";"(1.2,1.8]";"2002";"low";"mg4-1";NA
"14242";"(1.2,1.8]";"2003";"low";"mg4-1";NA
"14246";"(1.2,1.8]";"2004";"low";"mg4-1";30
"14250";"(1.2,1.8]";"2005";"low";"mg4-1";NA
"14254";"(1.2,1.8]";"2006";"low";"mg4-1";0
"14258";"(1.2,1.8]";"2007";"low";"mg4-1";NA
"14262";"(1.2,1.8]";"2008";"low";"mg4-1";NA
"14266";"(1.2,1.8]";"2009";"low";"mg4-1";NA
"14270";"(1.2,1.8]";"2010";"low";"mg4-1";NA
"14274";"(1.2,1.8]";"2011";"low";"mg4-1";NA
"14278";"(1.2,1.8]";"2012";"low";"mg4-1";NA
"14282";"(1.2,1.8]";"1992";"middle";"mg4-1";NA
"14286";"(1.2,1.8]";"1993";"middle";"mg4-1";NA
"14290";"(1.2,1.8]";"1994";"middle";"mg4-1";NA
"14294";"(1.2,1.8]";"1995";"middle";"mg4-1";NA
"14298";"(1.2,1.8]";"1996";"middle";"mg4-1";NA
"14302";"(1.2,1.8]";"1997";"middle";"mg4-1";NA
"14306";"(1.2,1.8]";"1998";"middle";"mg4-1";NA
"14310";"(1.2,1.8]";"1999";"middle";"mg4-1";NA
"14314";"(1.2,1.8]";"2000";"middle";"mg4-1";NA
"14318";"(1.2,1.8]";"2001";"middle";"mg4-1";NA
"14322";"(1.2,1.8]";"2002";"middle";"mg4-1";NA
"14326";"(1.2,1.8]";"2003";"middle";"mg4-1";NA
"14330";"(1.2,1.8]";"2004";"middle";"mg4-1";NA
"14334";"(1.2,1.8]";"2005";"middle";"mg4-1";NA
"14338";"(1.2,1.8]";"2006";"middle";"mg4-1";NA
"14342";"(1.2,1.8]";"2007";"middle";"mg4-1";NA
"14346";"(1.2,1.8]";"2008";"middle";"mg4-1";NA
"14350";"(1.2,1.8]";"2009";"middle";"mg4-1";NA
"14354";"(1.2,1.8]";"2010";"middle";"mg4-1";NA
"14358";"(1.2,1.8]";"2011";"middle";"mg4-1";NA
"14362";"(1.2,1.8]";"2012";"middle";"mg4-1";NA
"14366";"(1.2,1.8]";"1992";"midlow";"mg4-1";NA
"14370";"(1.2,1.8]";"1993";"midlow";"mg4-1";NA
"14374";"(1.2,1.8]";"1994";"midlow";"mg4-1";NA
"14378";"(1.2,1.8]";"1995";"midlow";"mg4-1";NA
"14382";"(1.2,1.8]";"1996";"midlow";"mg4-1";NA
"14386";"(1.2,1.8]";"1997";"midlow";"mg4-1";NA
"14390";"(1.2,1.8]";"1998";"midlow";"mg4-1";NA
"14394";"(1.2,1.8]";"1999";"midlow";"mg4-1";NA
"14398";"(1.2,1.8]";"2000";"midlow";"mg4-1";NA
"14402";"(1.2,1.8]";"2001";"midlow";"mg4-1";NA
"14406";"(1.2,1.8]";"2002";"midlow";"mg4-1";NA
"14410";"(1.2,1.8]";"2003";"midlow";"mg4-1";NA
"14414";"(1.2,1.8]";"2004";"midlow";"mg4-1";NA
"14418";"(1.2,1.8]";"2005";"midlow";"mg4-1";NA
"14422";"(1.2,1.8]";"2006";"midlow";"mg4-1";NA
"14426";"(1.2,1.8]";"2007";"midlow";"mg4-1";NA
"14430";"(1.2,1.8]";"2008";"midlow";"mg4-1";NA
"14434";"(1.2,1.8]";"2009";"midlow";"mg4-1";NA
"14438";"(1.2,1.8]";"2010";"midlow";"mg4-1";NA
"14442";"(1.2,1.8]";"2011";"midlow";"mg4-1";NA
"14446";"(1.2,1.8]";"2012";"midlow";"mg4-1";NA
"14450";"(1.2,1.8]";"1992";"high";"Mg4-1";NA
"14454";"(1.2,1.8]";"1993";"high";"Mg4-1";NA
"14458";"(1.2,1.8]";"1994";"high";"Mg4-1";NA
"14462";"(1.2,1.8]";"1995";"high";"Mg4-1";NA
"14466";"(1.2,1.8]";"1996";"high";"Mg4-1";NA
"14470";"(1.2,1.8]";"1997";"high";"Mg4-1";NA
"14474";"(1.2,1.8]";"1998";"high";"Mg4-1";NA
"14478";"(1.2,1.8]";"1999";"high";"Mg4-1";NA
"14482";"(1.2,1.8]";"2000";"high";"Mg4-1";NA
"14486";"(1.2,1.8]";"2001";"high";"Mg4-1";NA
"14490";"(1.2,1.8]";"2002";"high";"Mg4-1";NA
"14494";"(1.2,1.8]";"2003";"high";"Mg4-1";NA
"14498";"(1.2,1.8]";"2004";"high";"Mg4-1";NA
"14502";"(1.2,1.8]";"2005";"high";"Mg4-1";NA
"14506";"(1.2,1.8]";"2006";"high";"Mg4-1";NA
"14510";"(1.2,1.8]";"2007";"high";"Mg4-1";NA
"14514";"(1.2,1.8]";"2008";"high";"Mg4-1";NA
"14518";"(1.2,1.8]";"2009";"high";"Mg4-1";NA
"14522";"(1.2,1.8]";"2010";"high";"Mg4-1";NA
"14526";"(1.2,1.8]";"2011";"high";"Mg4-1";NA
"14530";"(1.2,1.8]";"2012";"high";"Mg4-1";NA
"14534";"(1.2,1.8]";"1992";"low";"Mg4-1";NA
"14538";"(1.2,1.8]";"1993";"low";"Mg4-1";NA
"14542";"(1.2,1.8]";"1994";"low";"Mg4-1";NA
"14546";"(1.2,1.8]";"1995";"low";"Mg4-1";NA
"14550";"(1.2,1.8]";"1996";"low";"Mg4-1";NA
"14554";"(1.2,1.8]";"1997";"low";"Mg4-1";NA
"14558";"(1.2,1.8]";"1998";"low";"Mg4-1";NA
"14562";"(1.2,1.8]";"1999";"low";"Mg4-1";NA
"14566";"(1.2,1.8]";"2000";"low";"Mg4-1";NA
"14570";"(1.2,1.8]";"2001";"low";"Mg4-1";NA
"14574";"(1.2,1.8]";"2002";"low";"Mg4-1";NA
"14578";"(1.2,1.8]";"2003";"low";"Mg4-1";NA
"14582";"(1.2,1.8]";"2004";"low";"Mg4-1";NA
"14586";"(1.2,1.8]";"2005";"low";"Mg4-1";NA
"14590";"(1.2,1.8]";"2006";"low";"Mg4-1";NA
"14594";"(1.2,1.8]";"2007";"low";"Mg4-1";NA
"14598";"(1.2,1.8]";"2008";"low";"Mg4-1";120
"14602";"(1.2,1.8]";"2009";"low";"Mg4-1";NA
"14606";"(1.2,1.8]";"2010";"low";"Mg4-1";NA
"14610";"(1.2,1.8]";"2011";"low";"Mg4-1";60
"14614";"(1.2,1.8]";"2012";"low";"Mg4-1";NA
"14618";"(1.2,1.8]";"1992";"middle";"Mg4-1";NA
"14622";"(1.2,1.8]";"1993";"middle";"Mg4-1";NA
"14626";"(1.2,1.8]";"1994";"middle";"Mg4-1";NA
"14630";"(1.2,1.8]";"1995";"middle";"Mg4-1";NA
"14634";"(1.2,1.8]";"1996";"middle";"Mg4-1";NA
"14638";"(1.2,1.8]";"1997";"middle";"Mg4-1";NA
"14642";"(1.2,1.8]";"1998";"middle";"Mg4-1";NA
"14646";"(1.2,1.8]";"1999";"middle";"Mg4-1";NA
"14650";"(1.2,1.8]";"2000";"middle";"Mg4-1";NA
"14654";"(1.2,1.8]";"2001";"middle";"Mg4-1";NA
"14658";"(1.2,1.8]";"2002";"middle";"Mg4-1";NA
"14662";"(1.2,1.8]";"2003";"middle";"Mg4-1";NA
"14666";"(1.2,1.8]";"2004";"middle";"Mg4-1";NA
"14670";"(1.2,1.8]";"2005";"middle";"Mg4-1";NA
"14674";"(1.2,1.8]";"2006";"middle";"Mg4-1";NA
"14678";"(1.2,1.8]";"2007";"middle";"Mg4-1";NA
"14682";"(1.2,1.8]";"2008";"middle";"Mg4-1";NA
"14686";"(1.2,1.8]";"2009";"middle";"Mg4-1";NA
"14690";"(1.2,1.8]";"2010";"middle";"Mg4-1";NA
"14694";"(1.2,1.8]";"2011";"middle";"Mg4-1";NA
"14698";"(1.2,1.8]";"2012";"middle";"Mg4-1";NA
"14702";"(1.2,1.8]";"1992";"midlow";"Mg4-1";NA
"14706";"(1.2,1.8]";"1993";"midlow";"Mg4-1";NA
"14710";"(1.2,1.8]";"1994";"midlow";"Mg4-1";NA
"14714";"(1.2,1.8]";"1995";"midlow";"Mg4-1";NA
"14718";"(1.2,1.8]";"1996";"midlow";"Mg4-1";NA
"14722";"(1.2,1.8]";"1997";"midlow";"Mg4-1";NA
"14726";"(1.2,1.8]";"1998";"midlow";"Mg4-1";NA
"14730";"(1.2,1.8]";"1999";"midlow";"Mg4-1";NA
"14734";"(1.2,1.8]";"2000";"midlow";"Mg4-1";NA
"14738";"(1.2,1.8]";"2001";"midlow";"Mg4-1";NA
"14742";"(1.2,1.8]";"2002";"midlow";"Mg4-1";NA
"14746";"(1.2,1.8]";"2003";"midlow";"Mg4-1";NA
"14750";"(1.2,1.8]";"2004";"midlow";"Mg4-1";NA
"14754";"(1.2,1.8]";"2005";"midlow";"Mg4-1";NA
"14758";"(1.2,1.8]";"2006";"midlow";"Mg4-1";NA
"14762";"(1.2,1.8]";"2007";"midlow";"Mg4-1";NA
"14766";"(1.2,1.8]";"2008";"midlow";"Mg4-1";NA
"14770";"(1.2,1.8]";"2009";"midlow";"Mg4-1";NA
"14774";"(1.2,1.8]";"2010";"midlow";"Mg4-1";NA
"14778";"(1.2,1.8]";"2011";"midlow";"Mg4-1";NA
"14782";"(1.2,1.8]";"2012";"midlow";"Mg4-1";NA
"14786";"(1.2,1.8]";"1992";"high";"mg4-2";NA
"14790";"(1.2,1.8]";"1993";"high";"mg4-2";NA
"14794";"(1.2,1.8]";"1994";"high";"mg4-2";NA
"14798";"(1.2,1.8]";"1995";"high";"mg4-2";NA
"14802";"(1.2,1.8]";"1996";"high";"mg4-2";NA
"14806";"(1.2,1.8]";"1997";"high";"mg4-2";NA
"14810";"(1.2,1.8]";"1998";"high";"mg4-2";NA
"14814";"(1.2,1.8]";"1999";"high";"mg4-2";NA
"14818";"(1.2,1.8]";"2000";"high";"mg4-2";NA
"14822";"(1.2,1.8]";"2001";"high";"mg4-2";NA
"14826";"(1.2,1.8]";"2002";"high";"mg4-2";NA
"14830";"(1.2,1.8]";"2003";"high";"mg4-2";NA
"14834";"(1.2,1.8]";"2004";"high";"mg4-2";NA
"14838";"(1.2,1.8]";"2005";"high";"mg4-2";NA
"14842";"(1.2,1.8]";"2006";"high";"mg4-2";NA
"14846";"(1.2,1.8]";"2007";"high";"mg4-2";NA
"14850";"(1.2,1.8]";"2008";"high";"mg4-2";NA
"14854";"(1.2,1.8]";"2009";"high";"mg4-2";NA
"14858";"(1.2,1.8]";"2010";"high";"mg4-2";NA
"14862";"(1.2,1.8]";"2011";"high";"mg4-2";NA
"14866";"(1.2,1.8]";"2012";"high";"mg4-2";NA
"14870";"(1.2,1.8]";"1992";"low";"mg4-2";NA
"14874";"(1.2,1.8]";"1993";"low";"mg4-2";NA
"14878";"(1.2,1.8]";"1994";"low";"mg4-2";NA
"14882";"(1.2,1.8]";"1995";"low";"mg4-2";NA
"14886";"(1.2,1.8]";"1996";"low";"mg4-2";NA
"14890";"(1.2,1.8]";"1997";"low";"mg4-2";NA
"14894";"(1.2,1.8]";"1998";"low";"mg4-2";NA
"14898";"(1.2,1.8]";"1999";"low";"mg4-2";NA
"14902";"(1.2,1.8]";"2000";"low";"mg4-2";NA
"14906";"(1.2,1.8]";"2001";"low";"mg4-2";NA
"14910";"(1.2,1.8]";"2002";"low";"mg4-2";NA
"14914";"(1.2,1.8]";"2003";"low";"mg4-2";NA
"14918";"(1.2,1.8]";"2004";"low";"mg4-2";90
"14922";"(1.2,1.8]";"2005";"low";"mg4-2";NA
"14926";"(1.2,1.8]";"2006";"low";"mg4-2";0
"14930";"(1.2,1.8]";"2007";"low";"mg4-2";NA
"14934";"(1.2,1.8]";"2008";"low";"mg4-2";NA
"14938";"(1.2,1.8]";"2009";"low";"mg4-2";NA
"14942";"(1.2,1.8]";"2010";"low";"mg4-2";NA
"14946";"(1.2,1.8]";"2011";"low";"mg4-2";NA
"14950";"(1.2,1.8]";"2012";"low";"mg4-2";NA
"14954";"(1.2,1.8]";"1992";"middle";"mg4-2";NA
"14958";"(1.2,1.8]";"1993";"middle";"mg4-2";NA
"14962";"(1.2,1.8]";"1994";"middle";"mg4-2";NA
"14966";"(1.2,1.8]";"1995";"middle";"mg4-2";NA
"14970";"(1.2,1.8]";"1996";"middle";"mg4-2";NA
"14974";"(1.2,1.8]";"1997";"middle";"mg4-2";NA
"14978";"(1.2,1.8]";"1998";"middle";"mg4-2";NA
"14982";"(1.2,1.8]";"1999";"middle";"mg4-2";NA
"14986";"(1.2,1.8]";"2000";"middle";"mg4-2";NA
"14990";"(1.2,1.8]";"2001";"middle";"mg4-2";NA
"14994";"(1.2,1.8]";"2002";"middle";"mg4-2";NA
"14998";"(1.2,1.8]";"2003";"middle";"mg4-2";NA
"15002";"(1.2,1.8]";"2004";"middle";"mg4-2";NA
"15006";"(1.2,1.8]";"2005";"middle";"mg4-2";NA
"15010";"(1.2,1.8]";"2006";"middle";"mg4-2";NA
"15014";"(1.2,1.8]";"2007";"middle";"mg4-2";NA
"15018";"(1.2,1.8]";"2008";"middle";"mg4-2";NA
"15022";"(1.2,1.8]";"2009";"middle";"mg4-2";NA
"15026";"(1.2,1.8]";"2010";"middle";"mg4-2";NA
"15030";"(1.2,1.8]";"2011";"middle";"mg4-2";NA
"15034";"(1.2,1.8]";"2012";"middle";"mg4-2";NA
"15038";"(1.2,1.8]";"1992";"midlow";"mg4-2";NA
"15042";"(1.2,1.8]";"1993";"midlow";"mg4-2";NA
"15046";"(1.2,1.8]";"1994";"midlow";"mg4-2";NA
"15050";"(1.2,1.8]";"1995";"midlow";"mg4-2";NA
"15054";"(1.2,1.8]";"1996";"midlow";"mg4-2";NA
"15058";"(1.2,1.8]";"1997";"midlow";"mg4-2";NA
"15062";"(1.2,1.8]";"1998";"midlow";"mg4-2";NA
"15066";"(1.2,1.8]";"1999";"midlow";"mg4-2";NA
"15070";"(1.2,1.8]";"2000";"midlow";"mg4-2";NA
"15074";"(1.2,1.8]";"2001";"midlow";"mg4-2";NA
"15078";"(1.2,1.8]";"2002";"midlow";"mg4-2";NA
"15082";"(1.2,1.8]";"2003";"midlow";"mg4-2";NA
"15086";"(1.2,1.8]";"2004";"midlow";"mg4-2";NA
"15090";"(1.2,1.8]";"2005";"midlow";"mg4-2";NA
"15094";"(1.2,1.8]";"2006";"midlow";"mg4-2";NA
"15098";"(1.2,1.8]";"2007";"midlow";"mg4-2";NA
"15102";"(1.2,1.8]";"2008";"midlow";"mg4-2";NA
"15106";"(1.2,1.8]";"2009";"midlow";"mg4-2";NA
"15110";"(1.2,1.8]";"2010";"midlow";"mg4-2";NA
"15114";"(1.2,1.8]";"2011";"midlow";"mg4-2";NA
"15118";"(1.2,1.8]";"2012";"midlow";"mg4-2";NA
"15122";"(1.2,1.8]";"1992";"high";"Mg4-2";NA
"15126";"(1.2,1.8]";"1993";"high";"Mg4-2";NA
"15130";"(1.2,1.8]";"1994";"high";"Mg4-2";NA
"15134";"(1.2,1.8]";"1995";"high";"Mg4-2";NA
"15138";"(1.2,1.8]";"1996";"high";"Mg4-2";NA
"15142";"(1.2,1.8]";"1997";"high";"Mg4-2";NA
"15146";"(1.2,1.8]";"1998";"high";"Mg4-2";NA
"15150";"(1.2,1.8]";"1999";"high";"Mg4-2";NA
"15154";"(1.2,1.8]";"2000";"high";"Mg4-2";NA
"15158";"(1.2,1.8]";"2001";"high";"Mg4-2";NA
"15162";"(1.2,1.8]";"2002";"high";"Mg4-2";NA
"15166";"(1.2,1.8]";"2003";"high";"Mg4-2";NA
"15170";"(1.2,1.8]";"2004";"high";"Mg4-2";NA
"15174";"(1.2,1.8]";"2005";"high";"Mg4-2";NA
"15178";"(1.2,1.8]";"2006";"high";"Mg4-2";NA
"15182";"(1.2,1.8]";"2007";"high";"Mg4-2";NA
"15186";"(1.2,1.8]";"2008";"high";"Mg4-2";NA
"15190";"(1.2,1.8]";"2009";"high";"Mg4-2";NA
"15194";"(1.2,1.8]";"2010";"high";"Mg4-2";NA
"15198";"(1.2,1.8]";"2011";"high";"Mg4-2";NA
"15202";"(1.2,1.8]";"2012";"high";"Mg4-2";NA
"15206";"(1.2,1.8]";"1992";"low";"Mg4-2";NA
"15210";"(1.2,1.8]";"1993";"low";"Mg4-2";NA
"15214";"(1.2,1.8]";"1994";"low";"Mg4-2";NA
"15218";"(1.2,1.8]";"1995";"low";"Mg4-2";NA
"15222";"(1.2,1.8]";"1996";"low";"Mg4-2";NA
"15226";"(1.2,1.8]";"1997";"low";"Mg4-2";NA
"15230";"(1.2,1.8]";"1998";"low";"Mg4-2";NA
"15234";"(1.2,1.8]";"1999";"low";"Mg4-2";NA
"15238";"(1.2,1.8]";"2000";"low";"Mg4-2";NA
"15242";"(1.2,1.8]";"2001";"low";"Mg4-2";NA
"15246";"(1.2,1.8]";"2002";"low";"Mg4-2";NA
"15250";"(1.2,1.8]";"2003";"low";"Mg4-2";NA
"15254";"(1.2,1.8]";"2004";"low";"Mg4-2";NA
"15258";"(1.2,1.8]";"2005";"low";"Mg4-2";NA
"15262";"(1.2,1.8]";"2006";"low";"Mg4-2";NA
"15266";"(1.2,1.8]";"2007";"low";"Mg4-2";NA
"15270";"(1.2,1.8]";"2008";"low";"Mg4-2";120
"15274";"(1.2,1.8]";"2009";"low";"Mg4-2";NA
"15278";"(1.2,1.8]";"2010";"low";"Mg4-2";NA
"15282";"(1.2,1.8]";"2011";"low";"Mg4-2";270
"15286";"(1.2,1.8]";"2012";"low";"Mg4-2";NA
"15290";"(1.2,1.8]";"1992";"middle";"Mg4-2";NA
"15294";"(1.2,1.8]";"1993";"middle";"Mg4-2";NA
"15298";"(1.2,1.8]";"1994";"middle";"Mg4-2";NA
"15302";"(1.2,1.8]";"1995";"middle";"Mg4-2";NA
"15306";"(1.2,1.8]";"1996";"middle";"Mg4-2";NA
"15310";"(1.2,1.8]";"1997";"middle";"Mg4-2";NA
"15314";"(1.2,1.8]";"1998";"middle";"Mg4-2";NA
"15318";"(1.2,1.8]";"1999";"middle";"Mg4-2";NA
"15322";"(1.2,1.8]";"2000";"middle";"Mg4-2";NA
"15326";"(1.2,1.8]";"2001";"middle";"Mg4-2";NA
"15330";"(1.2,1.8]";"2002";"middle";"Mg4-2";NA
"15334";"(1.2,1.8]";"2003";"middle";"Mg4-2";NA
"15338";"(1.2,1.8]";"2004";"middle";"Mg4-2";NA
"15342";"(1.2,1.8]";"2005";"middle";"Mg4-2";NA
"15346";"(1.2,1.8]";"2006";"middle";"Mg4-2";NA
"15350";"(1.2,1.8]";"2007";"middle";"Mg4-2";NA
"15354";"(1.2,1.8]";"2008";"middle";"Mg4-2";NA
"15358";"(1.2,1.8]";"2009";"middle";"Mg4-2";NA
"15362";"(1.2,1.8]";"2010";"middle";"Mg4-2";NA
"15366";"(1.2,1.8]";"2011";"middle";"Mg4-2";NA
"15370";"(1.2,1.8]";"2012";"middle";"Mg4-2";NA
"15374";"(1.2,1.8]";"1992";"midlow";"Mg4-2";NA
"15378";"(1.2,1.8]";"1993";"midlow";"Mg4-2";NA
"15382";"(1.2,1.8]";"1994";"midlow";"Mg4-2";NA
"15386";"(1.2,1.8]";"1995";"midlow";"Mg4-2";NA
"15390";"(1.2,1.8]";"1996";"midlow";"Mg4-2";NA
"15394";"(1.2,1.8]";"1997";"midlow";"Mg4-2";NA
"15398";"(1.2,1.8]";"1998";"midlow";"Mg4-2";NA
"15402";"(1.2,1.8]";"1999";"midlow";"Mg4-2";NA
"15406";"(1.2,1.8]";"2000";"midlow";"Mg4-2";NA
"15410";"(1.2,1.8]";"2001";"midlow";"Mg4-2";NA
"15414";"(1.2,1.8]";"2002";"midlow";"Mg4-2";NA
"15418";"(1.2,1.8]";"2003";"midlow";"Mg4-2";NA
"15422";"(1.2,1.8]";"2004";"midlow";"Mg4-2";NA
"15426";"(1.2,1.8]";"2005";"midlow";"Mg4-2";NA
